age;anciennete_entreprise;salaire_mensuel;distance_domicile_km;nb_promotions_3ans;satisfaction_travail;heures_travail_hebdo;departement;teletravail;attrition
47;1.7;604 000;7.4;0;2.2;45.0;finance; PARTIEL;1
58;5.3;162000;2.3;0;2.5;43.0;production;jamais;0
26;1.6;619 000;8.0;1;3.8;39.0;rh;Partiel;0
33;8.3;442 000;1.5;0;1.3;44.0; Ventes;Jamais;0
41;0.6;271 000;20.8;0;4.5;45.0;ventes; Jamais;1
57;0.6;363000;10.5;1;8.0;41.0;;jamais;0
48;3.0;297000;5.2;2;4.1;48.0;production;Jamais;0
51;0.3;580 000;;2;3.8;51.0;rh;partiel;0
44;1.3;560 000;1.4;0;3.0;49.0; IT; Jamais;0
37;3.1;192 000;15.6;2;2.1;41.0; Ventes;jamais;0
29;1.2;389 000;18.5;1;3.1;48.0; PRODUCTION;;1
54;10.6;321 000;;2;2.2;43.0;it; Jamais;0
17;3.1;644000;0.5;0;3.7;36.0; Finance;Jamais;0
22;2.6;247 000;3.5;0;4.0;47.0;finance; Jamais;1
49;3.0;691 000;8.9;1;4.7;44.0;ventes;jamais;0
25;5.1;445 000;28.7;1;3.6;59.0;Ventes;Partiel;1
50;1.4;276 000;3.3;0;4.1;52.0;IT;Jamais;0
53;5.6;348 000;3.2;1;2.9;47.0; IT; Jamais;0
26;10.2;330000;1.0;1;2.7;44.0;Finance; PARTIEL;0
38;8.2;259000;16.1;1;3.7;44.0;Production;Jamais;0
26;2.9;464000;24.9;2;2.8;37.0;VENTES;total;0
43;1.0;266 000;0.6;0;3.5;33.0; RH ; Total ;0
57;1.3;123000;0.8;0;2.1;38.0;ventes; Jamais;0
25;6.4;393000;2.4;1;2.3;43.0;ventes; Jamais;0
37;3.7;180000;17.8;0;3.8;32.0;production;Jamais;0
58;1.6;337000;38.5;0;4.1;40.0; PRODUCTION;jamais;1
33;0.2;314 000;3.5;1;2.2;42.0;production; Jamais;0
27;7.9;319000;11.2;1;3.9;42.0;Ventes;Partiel;0
40;0.7;750000;7.2;2;2.7;39.0;;Jamais;0
41;2.4;458000;1.9;0;3.2;41.0;IT; Jamais;0
47;1.3;487000;6.3;0;4.6;; PRODUCTION; Jamais;0
33;;184000;23.3;1;4.0;47.0;Finance;Total;1
58;0.3;352 000;11.5;2;4.0;40.0;production; Total ;0
41;1.3;482000;12.0;1;5.0;43.0;Ventes;jamais;0
32;10.0;296000;11.0;1;2.5;43.0;;partiel;0
58;2.4;586000;1.2;2;2.2;38.0;production;jamais;0
57;2.3;270000;5.7;1;2.5;38.0;IT; PARTIEL;1
40;3.5;407 000;9.3;1;2.9;49.0; Finance;partiel;1
22;1.7;362 000;6.0;1;1.0;40.0;rh;total;1
44;1.6;475 000;0.5;0;3.0;36.0;; Jamais;0
43;0.2;354000;0.8;1;2.7;43.0;Ventes;jamais;1
27;6.3;409000;18.8;3;4.0;44.0;Production; Total ;0
46;4.8;415000;11.3;1;3.6;32.0; IT;Jamais;0
53;2.0;340000;10.8;0;2.6;43.0;it; Jamais;0
26;3.9;523000;17.3;1;3.8;48.0;; PARTIEL;0
49;2.0;486 000;9.7;0;3.9;46.0;VENTES; PARTIEL;0
27;0.5;437000;30.3;0;2.4;;production;partiel;1
50;0.6;385000;18.8;0;2.7;51.0;production;partiel;1
37;13.4;569000;;1;1.0;52.0; PRODUCTION;Partiel;0
22;5.1;415000;3.3;0;;60.0;Production; Jamais;1
58;1.8;404000;6.0;1;2.5;48.0;finance; PARTIEL;0
28;5.7;466 000;2.5;2;3.3;44.0; IT;Partiel;0
44;2.9;704000;15.7;1;2.3;49.0;Production;Total;0
28;6.2;249000;1.5;1;2.7;40.0;; Jamais;0
57;4.4;565 000;7.1;0;2.0;44.0;production; Jamais;0
50;5.6;166 000;10.9;1;3.4;39.0;IT;partiel;0
52;0.2;483 000;7.1;3;3.6;45.0;Finance;Jamais;0
38;17.2;686 000;2.4;0;3.6;39.0;IT;;0
39;0.2;523000;5.5;1;3.2;39.0; IT;partiel;0
46;2.0;476 000;1.2;0;1.7;45.0;Ventes; PARTIEL;0
51;0.5;366 000;5.8;2;2.6;42.0; IT; Jamais;0
54;0.9;455000;6.5;0;2.8;32.0;it;jamais;0
22;2.1;412 000;5.6;0;2.8;34.0;VENTES;Jamais;0
47;1.8;332000;6.3;1;3.3;36.0;ventes; PARTIEL;0
26;11.6;407 000;2.3;0;4.6;38.0; RH ; Jamais;0
32;1.9;480 000;27.0;0;4.0;45.0;it;;1
53;12.0;335000;10.3;0;2.2;44.0; PRODUCTION;jamais;0
31;3.5;329000;7.8;0;3.9;49.0;VENTES; Jamais;0
52;2.0;246000;8.7;0;3.8;48.0;rh; Jamais;0
39;3.7;509000;3.8;1;2.4;49.0; Ventes;;0
30;3.5;532 000;20.7;1;4.0;47.0;RH;Partiel;0
34;1.2;485000;1.2;1;3.0;44.0;rh;Jamais;1
42;1.2;595 000;0.5;0;1.8;50.0;finance; Jamais;0
51;9.2;463 000;;0;3.7;49.0; IT;Jamais;0
45;0.3;509 000;7.0;0;3.4;45.0; RH ;jamais;0
57;2.9;496000;3.2;0;3.0;;; Jamais;0
54;12.2;436 000;31.7;2;3.2;32.0; IT;jamais;0
50;1.5;370 000;10.0;0;2.5;41.0; IT;Jamais;1
44;6.7;782 000;5.8;1;3.8;41.0; Finance;jamais;0
33;1.5;382000;12.5;0;3.2;50.0;it;Partiel;0
37;12.5;350 000;1.4;1;3.4;52.0;Production;jamais;0
26;0.6;515000;3.3;1;3.6;34.0; IT; PARTIEL;0
36;2.1;488 000;1.8;0;;51.0;Ventes;partiel;0
57;2.9;239000;1.9;0;2.3;36.0;Ventes; Jamais;0
38;5.5;618 000;12.1;1;1.0;36.0;VENTES;Jamais;0
26;3.4;436000;5.1;2;3.8;42.0;RH; Jamais;0
46;6.1;283 000;6.6;0;2.0;41.0;Production;jamais;0
58;0.6;628 000;3.0;0;3.3;34.0;production;Partiel;0
54;6.4;544 000;1.1;0;3.6;47.0;it;jamais;0
32;9.8;260 000;2.4;1;3.8;47.0;Ventes;Partiel;0
39;5.7;717 000;2.5;0;2.0;49.0;production;jamais;1
42;1.5;549 000;7.5;1;3.1;40.0;Ventes;;0
31;0.9;448000;10.4;0;4.9;43.0;IT;Partiel;0
32;1.3;689000;33.4;0;4.9;43.0;Production; PARTIEL;0
30;0.5;474 000;17.9;1;4.2;53.0; IT;total;1
59;4.4;446 000;36.5;0;3.5;32.0;ventes;Total;0
50;3.2;351 000;12.4;1;2.2;37.0;VENTES;jamais;0
53;3.2;537 000;0.5;0;3.9;43.0;Finance; Jamais;0
53;3.9;521 000;0.9;0;3.0;36.0;VENTES; Jamais;0
17;9.2;452 000;7.3;0;3.8;41.0; Finance;jamais;0
26;0.3;332 000;5.5;0;2.6;42.0;it; PARTIEL;0
55;2.0;469000;2.0;0;3.0;39.0; IT;Jamais;1
24;1.0;440000;;1;;43.0;ventes;jamais;0
40;5.0;250000;10.8;1;;47.0;production;;0
44;8.5;229 000;3.6;0;3.7;42.0; IT; Jamais;0
35;1.4;535000;11.1;0;2.6;40.0;finance; PARTIEL;0
27;2.5;90 000;9.9;0;1.9;42.0;it;Jamais;1
29;0.2;481 000;4.1;0;8.0;43.0;VENTES;Partiel;0
53;2.5;378000;6.2;0;5.0;33.0;it;;0
34;1.5;646 000;3.0;2;3.6;46.0;RH;jamais;0
33;3.9;376 000;7.6;1;1.9;40.0; IT;Partiel;0
57;2.7;549000;21.0;1;2.4;51.0; PRODUCTION;Jamais;0
27;6.5;390000;12.0;0;3.7;47.0;Production;partiel;0
56;2.2;467000;8.0;0;4.5;50.0; PRODUCTION;Partiel;0
56;2.5;561 000;11.1;0;2.0;37.0;;Jamais;0
44;7.5;381 000;4.4;0;3.1;41.0;RH;Partiel;0
28;2.3;599000;4.3;2;3.4;36.0; Finance;Total;0
27;4.0;301 000;1.2;0;4.1;39.0;it;;0
32;1.0;494 000;3.9;0;2.9;51.0;production; PARTIEL;0
43;5.7;588 000;6.3;0;1.6;52.0;production; PARTIEL;1
27;4.1;549000;3.4;1;3.8;36.0;Ventes;Jamais;0
39;4.3;737000;0.5;2;4.3;40.0; PRODUCTION;Partiel;0
26;4.5;335 000;0.5;1;3.1;;Production;Partiel;0
42;3.8;243000;;0;3.6;47.0; IT;jamais;0
22;0.3;301 000;1.9;0;2.7;32.0; PRODUCTION;Jamais;0
48;;549000;5.0;1;2.4;33.0;Ventes;Jamais;0
24;8.4;525 000;7.3;1;4.2;46.0; Ventes; Jamais;0
29;7.0;465 000;7.1;0;3.6;32.0;;jamais;0
28;6.9;282 000;1.7;0;3.7;40.0;rh; Jamais;0
53;11.7;565000;12.0;1;4.7;44.0;it;Partiel;0
24;3.4;266000;19.1;0;2.1;45.0;Production; Jamais;1
38;3.1;624000;7.6;0;2.6;42.0; Ventes; Jamais;0
44;2.8;879 000;6.4;2;3.4;41.0; IT; PARTIEL;0
41;0.3;505 000;1.7;1;2.6;48.0;Finance;jamais;0
47;2.9;537 000;0.5;1;4.0;45.0;VENTES; Jamais;0
52;5.3;376 000;10.8;0;3.0;39.0; Finance;partiel;0
36;1.3;178 000;20.6;1;2.2;43.0;it;total;1
53;8.9;360000;24.1;0;3.3;45.0; PRODUCTION;Partiel;0
34;4.0;286000;0.5;2;3.4;53.0;Finance;Jamais;0
59;4.8;233000;8.9;1;4.1;48.0; Ventes; Jamais;0
41;3.8;708 000;5.0;0;3.6;50.0; Ventes;Total;0
49;6.8;491 000;0.5;1;3.7;39.0; Ventes;Partiel;0
55;2.5;507000;4.1;1;3.5;40.0; PRODUCTION;Partiel;0
52;3.1;404 000;2.3;0;3.0;; Finance;partiel;0
54;1.1;424000;6.0;0;2.5;; IT; Jamais;0
42;2.9;595000;9.0;0;3.5;37.0; Ventes;Jamais;0
23;1.1;445 000;5.9;2;2.9;51.0; PRODUCTION;Partiel;0
40;7.2;530 000;7.6;0;4.9;48.0; Ventes; Total ;0
28;3.4;421000;7.3;0;4.5;41.0;finance;Jamais;0
55;3.4;399000;0.5;0;3.8;47.0;Production;partiel;0
30;6.4;239000;27.1;0;3.6;44.0;IT; Jamais;1
30;1.0;153000;12.5;2;3.1;47.0; RH ;total;0
31;;411000;0.5;0;1.9;35.0;ventes;Jamais;0
46;12.3;458 000;2.0;1;3.0;42.0;it; PARTIEL;0
43;3.7;257000;2.1;0;3.3;43.0; PRODUCTION;Jamais;0
58;3.4;445000;0.9;0;3.4;47.0;Finance;Partiel;0
37;0.2;458 000;0.6;0;3.7;39.0;Production;Partiel;0
32;2.0;127 000;5.5;0;4.1;32.0;RH;jamais;0
23;9.2;313000;0.9;1;2.5;37.0;Ventes; PARTIEL;0
22;6.7;511000;11.2;1;;43.0;finance;total;0
36;2.0;508 000;5.6;1;4.7;43.0; RH ;Total;0
57;4.2;277000;2.0;0;4.0;53.0;ventes;jamais;0
41;1.9;474000;10.4;0;2.8;46.0;it;Partiel;0
55;2.4;603000;9.0;0;3.1;43.0;Finance;partiel;0
25;1.7;567 000;22.9;0;3.1;43.0; Finance;Partiel;0
25;1.0;436 000;1.4;1;3.2;50.0; Ventes; Jamais;0
53;3.2;380 000;1.2;0;3.7;39.0;Production; PARTIEL;0
26;2.7;356000;;0;5.0;42.0;it; Jamais;0
23;12.3;520000;3.5;2;3.4;36.0;ventes;Jamais;0
37;0.5;479 000;14.7;1;3.9;52.0;VENTES;Jamais;0
57;2.4;544000;25.5;1;1.5;45.0;Production;;0
48;5.8;470 000;7.2;1;2.7;39.0;; Jamais;0
25;2.9;573000;13.4;0;4.4;42.0; IT;;0
53;10.6;464 000;33.3;1;3.6;46.0;Ventes;Partiel;0
54;1.9;568000;0.5;0;1.0;41.0; Finance; PARTIEL;1
52;0.7;581000;19.3;0;3.9;40.0; PRODUCTION;jamais;0
56;8.6;329000;3.0;2;5.0;39.0;it;Partiel;0
31;0.3;179 000;0.5;0;1.2;45.0;Production;Total;1
59;2.2;682 000;4.0;0;4.7;41.0;ventes;Total;0
34;1.7;488 000;22.9;0;1.0;40.0; Ventes; PARTIEL;1
52;3.7;193000;4.2;1;4.1;35.0;RH;Total;0
44;5.2;343 000;5.7;0;3.2;43.0;finance;Partiel;0
51;2.6;566000;2.2;0;1.0;42.0; Ventes;;0
45;7.5;408000;0.5;1;3.6;41.0;;Total;0
46;0.2;373 000;19.1;1;4.4;44.0; IT;Jamais;0
45;1.6;660 000;6.9;0;3.6;47.0;RH; Total ;0
51;3.5;293 000;0.6;1;3.8;47.0; Finance; PARTIEL;0
50;1.9;330000;8.0;1;2.8;46.0;production;partiel;0
27;0.6;482000;2.2;2;1.3;42.0;IT; Total ;1
53;0.9;509 000;0.5;0;3.9;40.0; Finance; Jamais;0
42;2.0;524000;3.7;2;4.9;37.0;rh;jamais;0
34;;587 000;14.1;0;4.3;39.0;it; PARTIEL;0
41;5.2;480 000;16.7;1;1.2;43.0;;;0
58;4.7;523000;9.9;1;1.7;38.0; PRODUCTION;Total;0
54;4.5;411000;8.3;0;2.4;44.0;Ventes; Total ;0
53;3.9;459 000;2.1;1;1.6;37.0;Production;Partiel;0
39;5.6;466000;1.3;0;3.2;33.0;Ventes; Total ;0
51;11.8;482000;13.4;1;3.6;48.0;production;jamais;0
36;1.4;566000;3.6;0;1.8;40.0;Ventes; Total ;0
48;8.6;533000;21.0;1;4.0;38.0; PRODUCTION;jamais;0
46;0.2;457 000;6.4;1;3.8;36.0;Finance;Partiel;0
31;12.2;329 000;10.2;0;2.7;46.0; Ventes;jamais;0
32;0.4;460000;8.3;0;3.0;51.0; Finance; PARTIEL;0
24;0.5;446000;5.2;1;1.3;41.0; Finance; Jamais;1
27;2.3;479 000;0.5;3;2.9;42.0;IT; Jamais;0
38;0.7;781 000;1.1;0;3.2;49.0;Ventes; PARTIEL;0
40;0.2;371 000;1.9;2;3.4;32.0; Finance; PARTIEL;0
28;0.2;513 000;0.6;0;3.6;55.0;finance; Jamais;1
37;1.3;610 000;1.1;0;3.4;58.0; IT;partiel;1
44;7.0;465 000;6.5;1;2.9;32.0;Production;jamais;0
30;0.5;801 000;7.2;0;3.5;42.0; Ventes;;0
34;3.7;393000;9.8;1;4.2;39.0;Ventes; Jamais;0
35;6.9;499000;1.6;0;3.1;41.0;rh;partiel;0
41;0.9;330 000;12.5;0;3.5;40.0;Ventes; PARTIEL;0
35;1.4;397 000;1.9;0;3.0;48.0;VENTES; PARTIEL;0
50;20.3;487 000;0.5;3;2.6;42.0;rh;Partiel;0
34;4.8;577000;3.9;1;3.7;38.0;IT; PARTIEL;0
38;2.9;498000;1.6;1;2.6;42.0;ventes; PARTIEL;0
36;7.4;639000;7.1;0;3.6;46.0;finance;total;0
28;0.4;436000;20.4;2;3.2;36.0; RH ;Jamais;0
48;6.2;400 000;4.6;1;2.9;33.0;production;Jamais;0
30;5.5;856 000;19.9;0;2.9;55.0;rh; Jamais;0
33;1.8;509 000;3.7;0;2.7;39.0; IT;Partiel;0
52;1.5;342 000;0.5;0;1.6;42.0; Ventes;partiel;0
58;3.3;346 000;19.1;1;3.6;41.0;;jamais;0
47;5.8;309000;5.1;0;3.4;46.0;VENTES;Total;0
56;6.4;590 000;15.5;0;4.0;54.0;VENTES; Total ;0
54;9.0;395000;1.9;2;2.7;46.0; PRODUCTION;jamais;0
40;0.8;469 000;6.3;0;5.0;34.0; Finance;Jamais;0
51;1.1;440 000;0.7;1;2.8;35.0;finance;Jamais;0
34;5.4;560000;7.4;0;2.3;41.0; Ventes;jamais;0
39;0.8;323 000;4.0;0;2.2;41.0;Ventes;Total;0
42;0.2;289 000;13.1;0;1.5;33.0; IT; PARTIEL;0
58;1.0;484 000;7.5;0;4.7;48.0;;jamais;0
54;1.4;540000;7.8;0;4.6;36.0; IT;jamais;0
40;1.5;500 000;3.6;0;3.8;52.0; Ventes;jamais;0
46;4.5;329000;8.4;0;2.3;54.0;ventes;Jamais;0
29;4.1;552000;10.9;1;5.0;42.0;RH;jamais;0
52;2.4;338000;6.0;0;2.8;46.0; Finance;partiel;1
43;5.2;372 000;14.1;1;2.9;36.0; Ventes;Partiel;0
42;2.7;308000;2.1;0;4.6;47.0;VENTES;total;0
51;4.2;645 000;5.5;0;3.9;40.0; Ventes;jamais;0
46;12.6;545000;7.7;0;5.0;36.0; Ventes;Partiel;0
24;5.7;541000;3.4;0;3.4;41.0;RH;;0
32;1.3;637 000;1.8;0;2.8;;Ventes;jamais;0
28;0.7;872 000;0.8;0;2.6;41.0; Finance;Total;0
49;11.4;194000;;2;1.4;49.0;Production;partiel;0
23;4.3;339000;2.2;0;2.9;38.0;Production;Jamais;0
29;7.1;358000;0.5;0;4.3;53.0; PRODUCTION;jamais;0
44;3.5;322 000;6.6;2;3.8;35.0; Ventes;Partiel;0
48;3.5;288000;0.9;0;3.2;53.0;Ventes;total;0
41;28.8;405000;16.6;0;2.2;37.0;it;Partiel;0
54;9.9;268000;0.7;2;3.4;43.0;finance;Jamais;0
56;0.3;500 000;10.9;1;4.2;40.0;Ventes;Jamais;0
27;0.8;458000;8.0;2;3.6;41.0;it;Jamais;0
58;1.8;522000;0.5;0;3.4;48.0;it;;0
45;1.7;526 000;3.5;1;2.4;52.0;VENTES;Partiel;1
46;0.8;540 000;13.5;1;4.1;50.0;Finance;Partiel;0
25;4.4;394 000;1.3;1;1.0;41.0; Finance;Jamais;1
45;2.2;768 000;4.9;0;3.6;44.0;RH; PARTIEL;0
49;8.7;485000;13.7;0;5.0;38.0; PRODUCTION; PARTIEL;0
44;1.7;171 000;1.5;0;1.7;37.0;VENTES;Partiel;0
25;;300000;2.2;0;3.0;36.0;ventes;Jamais;1
41;2.2;189 000;0.8;1;3.2;40.0;IT; Jamais;0
57;4.3;453000;18.9;0;2.7;44.0;Finance; Jamais;1
49;1.2;432000;0.7;0;4.2;32.0;rh; Jamais;0
27;7.1;380000;23.6;0;3.7;43.0; Ventes;Jamais;1
58;13.7;752000;3.9;2;-1.0;52.0; PRODUCTION;jamais;0
58;0.3;532 000;12.2;3;4.0;50.0;IT;Jamais;0
28;0.2;559000;10.6;0;3.2;39.0;IT;jamais;0
52;2.1;310000;7.4;0;5.0;35.0;finance;Total;0
37;3.1;300 000;4.4;2;3.4;46.0;production;Partiel;0
99;5.2;456000;7.1;0;3.4;32.0; Finance;jamais;0
38;2.1;476 000;2.9;2;1.5;50.0; PRODUCTION; Total ;0
51;2.5;172000;8.4;1;2.7;42.0; Ventes;jamais;0
59;3.7;423 000;0.5;0;4.3;54.0;finance;;0
52;2.0;452000;0.5;0;1.9;33.0;production;;0
57;13.7;418 000;0.9;2;;49.0;rh; Jamais;0
57;0.3;328 000;1.4;0;3.2;42.0; IT;Jamais;1
25;0.5;369 000;2.1;0;4.6;41.0;Production;Jamais;0
31;3.0;423000;13.7;0;3.2;35.0;VENTES;partiel;0
49;1.2;464 000;28.5;0;2.9;47.0; IT; PARTIEL;0
-5;6.9;541000;1.6;0;1.3;47.0;; Jamais;0
23;1.7;612000;0.5;0;3.7;54.0;production; Jamais;0
25;0.9;406000;1.8;0;3.9;49.0;production;Jamais;0
41;0.7;382 000;9.1;0;1.4;39.0; PRODUCTION;partiel;0
45;3.9;516000;13.6;1;4.3;37.0;Ventes;Jamais;0
28;0.7;542000;4.0;2;4.0;35.0;production;Total;0
28;2.3;385 000;3.7;0;4.3;52.0;it;Partiel;1
26;4.6;569 000;6.9;0;3.8;38.0; Finance; Jamais;0
43;5.2;597000;9.7;1;3.9;52.0;IT;Partiel;0
22;1.9;644 000;6.1;0;3.7;46.0;;jamais;0
43;0.2;717 000;0.5;0;4.1;45.0;rh;;0
40;1.8;320 000;30.0;0;1.4;41.0;production; Jamais;1
39;2.2;452000;3.8;0;-1.0;47.0;;;1
47;2.5;452000;4.7;1;2.5;43.0;Ventes;partiel;0
41;1.1;435000;0.7;0;;41.0;IT;total;0
49;16.8;353000;0.5;1;3.6;47.0;ventes; Jamais;0
51;5.5;227 000;0.5;1;3.5;42.0;finance; Jamais;0
56;0.4;464 000;5.7;0;4.3;38.0;IT;partiel;0
52;0.3;335 000;0.5;1;4.3;47.0;RH;jamais;0
41;2.4;463 000;24.1;0;2.3;43.0;ventes;jamais;1
40;6.4;331 000;5.0;2;3.4;46.0;ventes;total;0
30;0.3;285000;4.9;0;2.4;40.0; Finance; PARTIEL;1
44;6.5;485 000;14.3;0;3.0;36.0;IT;Total;0
27;4.3;473 000;4.7;1;3.5;53.0;VENTES; Jamais;0
57;6.7;537 000;1.6;0;1.0;52.0;Ventes;jamais;0
54;6.9;778 000;8.4;1;5.0;48.0;ventes;Jamais;0
26;5.5;492 000;0.5;0;3.8;41.0; Finance;Total;0
51;3.8;523 000;1.0;0;2.6;41.0; Ventes;jamais;0
26;;288 000;6.7;0;5.0;51.0; IT;Jamais;0
49;4.0;257000;0.5;1;2.9;41.0;Finance;Jamais;0
25;3.4;687000;6.1;0;3.3;39.0; RH ;Partiel;0
40;3.0;311000;15.3;0;2.7;54.0;RH; PARTIEL;1
46;5.6;293000;34.1;0;4.9;43.0; Ventes;;0
49;1.4;444000;11.6;0;3.1;54.0;Production;Jamais;0
37;17.2;436000;1.7;0;3.3;35.0; IT; PARTIEL;0
57;6.4;315000;3.2;1;4.4;46.0;IT;jamais;0
51;0.7;404000;2.4;0;3.8;55.0; PRODUCTION; Jamais;0
29;5.1;634 000;2.6;1;3.1;43.0;finance;Jamais;0
47;5.3;329 000;;1;4.3;41.0;finance;;1
49;0.5;241 000;14.5;0;5.0;36.0;production;Jamais;0
34;2.2;591 000;3.4;1;3.5;49.0;Ventes; Total ;0
50;1.4;524000;0.5;0;3.3;38.0;Production;jamais;0
56;0.8;357 000;2.6;0;3.4;42.0; Finance;Jamais;0
53;1.2;213000;5.7;1;4.5;36.0; IT; PARTIEL;0
50;5.5;338000;1.9;0;2.6;52.0;VENTES; PARTIEL;0
46;2.8;442 000;;1;2.9;50.0; Ventes;jamais;0
32;1.4;625 000;13.5;0;1.7;43.0;Production; PARTIEL;1
52;0.9;295 000;2.2;0;2.0;36.0;ventes;Jamais;0
35;7.2;437 000;5.0;0;2.7;52.0;ventes;jamais;0
42;2.5;551000;5.5;0;3.1;41.0;finance; PARTIEL;0
33;4.8;93000;14.3;0;5.0;36.0;finance;partiel;1
33;2.2;605000;3.8;0;3.7;32.0;VENTES;Jamais;0
27;1.2;273000;6.4;0;2.3;39.0;production;;0
58;5.6;500000;3.2;0;2.5;34.0;RH; PARTIEL;0
27;2.9;487000;3.5;1;4.6;39.0; PRODUCTION; Jamais;0
25;4.1;613 000;36.1;2;4.3;47.0; Ventes;total;0
57;7.6;533 000;5.2;2;;41.0;ventes;Partiel;0
43;10.3;93 000;29.3;1;2.8;45.0;finance;Total;1
38;;332000;4.4;1;4.3;39.0;VENTES; Jamais;0
50;3.9;471000;0.5;0;2.2;43.0; RH ; PARTIEL;1
36;6.4;421000;0.8;0;0.0;55.0;VENTES;Jamais;0
26;1.3;522000;0.5;1;5.0;41.0;production;jamais;0
49;1.6;568000;8.0;0;3.4;45.0;Production;jamais;0
28;5.2;541 000;6.3;0;2.4;34.0;production;jamais;0
43;1.5;418 000;1.9;0;3.6;52.0; PRODUCTION;total;1
58;1.5;173000;9.8;2;2.7;40.0; PRODUCTION; PARTIEL;0
57;8.5;382000;12.8;0;1.8;49.0; IT; PARTIEL;0
35;6.8;512000;6.3;0;3.9;42.0; IT;Partiel;0
51;1.6;286 000;4.3;0;4.3;47.0;production;partiel;0
45;2.4;545000;3.2;2;2.9;47.0;Production; PARTIEL;1
40;7.0;586000;1.8;1;2.8;40.0;production;Partiel;0
27;;469000;5.2;1;2.2;50.0;; PARTIEL;1
36;;90 000;7.3;1;3.1;38.0;VENTES;partiel;1
46;0.8;258000;5.0;1;2.6;48.0; PRODUCTION;jamais;1
59;7.8;733000;5.7;0;2.2;41.0;production;;0
22;2.6;368000;27.4;0;5.0;45.0;finance; Jamais;0
49;0.7;152000;21.2;0;3.7;40.0;Production;jamais;1
54;0.2;635000;3.9;0;3.8;43.0;RH;total;0
58;0.2;452000;2.3;1;4.1;37.0;Production;jamais;0
38;1.6;616000;60.0;0;4.0;44.0;Ventes;Jamais;1
26;6.2;492 000;0.9;1;2.8;43.0;Production;;0
32;0.2;519 000;9.0;0;3.5;40.0;VENTES;Jamais;0
54;5.3;504 000;13.5;0;2.9;43.0;;Total;0
55;8.9;555000;0.5;0;-1.0;44.0; Ventes; PARTIEL;0
46;;792 000;23.2;0;3.5;39.0;IT;Jamais;0
26;5.3;596 000;4.7;2;2.8;42.0;VENTES; Total ;0
26;0.2;213000;8.5;0;1.9;37.0;;partiel;1
40;0.5;517000;1.3;1;3.3;57.0;rh; Total ;0
44;1.1;621 000;24.7;0;3.0;49.0;production;Jamais;0
23;2.2;630 000;13.5;1;1.3;45.0; Ventes; Jamais;0
48;5.0;386000;7.8;0;3.7;50.0;VENTES;Jamais;0
42;7.0;625 000;2.9;0;4.2;32.0; PRODUCTION; Jamais;0
22;1.9;589 000;8.6;0;5.0;32.0;finance;partiel;0
25;2.9;836 000;9.8;1;2.8;41.0;;Jamais;0
39;16.1;337 000;28.9;0;2.7;35.0; PRODUCTION;partiel;1
49;3.2;374000;1.0;0;2.1;42.0;Production;Partiel;0
53;2.1;404 000;4.8;0;3.4;44.0; RH ;Jamais;0
38;6.9;376000;2.0;0;;49.0;production; Jamais;0
33;21.8;316 000;2.6;0;2.4;36.0;Finance;partiel;0
58;2.2;90 000;22.2;1;3.0;45.0;; Total ;1
39;4.4;385 000;0.8;1;1.2;43.0; IT; Jamais;0
33;9.8;505000;12.7;2;4.1;45.0;ventes;total;0
38;1.8;376 000;26.2;0;2.4;40.0;Ventes;partiel;1
22;2.4;740 000;0.5;1;;51.0; PRODUCTION;Partiel;0
33;3.1;452 000;2.2;1;1.8;42.0; Finance;Jamais;0
99;3.4;644000;3.4;0;2.6;54.0;IT; PARTIEL;0
56;5.4;489 000;1.0;0;2.9;38.0;finance;Partiel;0
50;4.8;574000;0.6;1;3.2;47.0;Ventes;jamais;0
51;2.2;492000;2.2;1;3.7;43.0;ventes;Total;0
42;10.3;655000;1.6;0;4.6;41.0;production; Total ;0
26;2.3;458000;8.9;0;3.9;47.0;IT;jamais;1
36;1.1;524 000;;0;4.2;41.0; Ventes;;0
59;3.9;505000;9.3;0;4.6;32.0;it; PARTIEL;0
23;7.3;407000;22.0;1;3.8;32.0;it;Partiel;0
55;;511 000;0.7;0;3.2;51.0; Finance;Partiel;0
48;3.6;785000;5.3;1;4.2;50.0;Production;jamais;0
32;1.6;409 000;4.7;0;4.3;54.0; RH ;Jamais;1
51;0.2;513000;22.8;1;3.8;43.0;RH;Jamais;0
53;1.1;639000;1.8;1;1.7;35.0;IT;Total;0
23;4.7;621000;10.9;0;2.4;40.0;rh; Jamais;0
26;5.6;452 000;1.6;0;2.9;43.0;IT;Total;0
47;1.1;92000;0.7;1;4.0;37.0;Ventes;Jamais;1
59;4.0;528000;7.6;0;3.2;53.0;production; Jamais;1
22;2.2;117 000;7.4;2;4.3;56.0;;Total;1
47;3.7;670000;25.4;1;4.5;46.0;it;Partiel;0
27;0.2;475000;0.9;1;4.4;; Ventes;jamais;0
46;0.6;600000;3.5;0;4.4;35.0;Production;Jamais;0
45;0.9;315000;19.1;0;2.2;52.0;Ventes; Jamais;1
25;1.4;217 000;6.9;0;3.7;;it;jamais;0
47;2.2;489 000;11.5;1;;41.0; PRODUCTION; Jamais;0
56;2.3;445 000;0.9;0;1.6;46.0; IT;Partiel;0
54;2.2;376 000;0.5;0;2.9;39.0;Production;jamais;0
23;0.6;463 000;5.2;2;4.5;44.0;ventes;Jamais;0
31;;865000;2.9;0;3.7;34.0;finance;Jamais;0
